  96   0.60  -1.20  17.16  0.5211
  97   0.60  -1.20  17.16  0.5209
  98   0.60  -1.20  16.18  0.5222
  99   0.60  -1.20  15.93  0.5225
 100   0.60  -1.20  15.93  0.5200
 101   0.60  -1.20  15.93  0.5194
 102   0.60  -1.20  15.93  0.5194
 103   0.60  -1.20  15.93  0.5194
 104   0.60  -1.20  15.93  0.5192
 105   0.60  -1.20  15.93  0.5191
 106   0.60  -1.20  15.93  0.5206
 107   0.60  -1.20  15.93  0.5206
 108   0.60  -1.20  15.43  0.5179
 109   0.60  -1.20  14.68  0.5179
 110   0.60  -1.20  14.68  0.5203
 111   0.60  -1.20  14.68  0.5203
 112   0.60  -1.20  14.68  0.5200
 113   0.60  -1.20  14.68  0.5200
 114   0.60  -1.20  14.68  0.5231
 115   0.60  -1.20  14.68  0.5231
 116   0.60  -1.20  14.68  0.5252
 117   0.60  -1.20  14.68  0.5252
 118   0.60  -1.20  14.43  0.5295
 119   0.60  -1.20  13.44  0.5306
 120   0.60  -1.20  13.44  0.5353
 121   0.60  -1.20  13.44  0.5356
 122   0.60  -1.20  13.44  0.5368
 123   0.60  -1.20  13.44  0.5369
 124   0.60  -1.20  13.44  0.5374
 125   0.60  -1.20  13.44  0.5386
 126   0.60  -1.20  13.44  0.5435
 127   0.60  -1.20  13.44  0.5443
 128   0.60  -1.20  13.44  0.5475
 129   0.60  -1.20  12.19  0.5459
 130   0.60  -1.20  12.19  0.5435
 131   0.60  -1.20  12.19  0.5433
 132   0.60  -1.20  12.19  0.5423
 133   0.60  -1.20  12.19  0.5414
 134   0.60  -1.20  12.19  0.5402
 135   0.60  -1.20  12.19  0.5396
 136   0.60  -1.20  12.19  0.5386
 137   0.60  -1.20  12.19  0.5373
 138   0.60  -1.20  12.19  0.5353
 139   0.60  -1.20  11.19  0.5345
 140   0.60  -1.20  10.94  0.5334
 141   0.60  -1.20  10.94  0.5316
 142   0.60  -1.20  10.94  0.5289
 143   0.60  -1.20  10.94  0.5281
 144   0.60  -1.20  10.94  0.5270
 145   0.60  -1.20  10.94  0.5253
 146   0.60  -1.20  10.94  0.5228
 147   0.60  -1.20  10.94  0.5230
 148   0.60  -1.20  10.94  0.5234
 149   0.60  -1.20  10.44  0.5229
 150   0.60  -1.20   9.69  0.5222
 151   0.60  -1.20   9.69  0.5203
 152   0.60  -1.20   9.69  0.5191
 153   0.60  -1.20   9.69  0.5202
 154   0.60  -1.20   9.69  0.5209
 155   0.60  -1.20   9.69  0.5198
 156   0.60  -1.20   9.69  0.5191
 157   0.60  -1.20   9.69  0.5187
 158   0.60  -1.20   9.69  0.5185
 159   0.60  -1.20   9.44  0.5197
 160   0.60  -1.20   8.44  0.5200
 161   0.60  -1.20   8.44  0.5188
 162   0.60  -1.20   8.44  0.5185
 163   0.60  -1.20   8.44  0.5161
 164   0.60  -1.20   8.44  0.5154
 165   0.60  -1.20   8.44  0.5174
 166   0.60  -1.20   8.44  0.5179
 167   0.60  -1.20   8.44  0.5174
 168   0.60  -1.20   8.44  0.5173
 169   0.60  -1.20   8.44  0.5203
 170   0.60  -1.20   7.21  0.5203
 171   0.60  -1.20   7.21  0.5191
 172   0.60  -1.20   7.21  0.5191
 173   0.60  -1.20   7.21  0.5142
 174   0.60  -1.20   7.21  0.5150
 175   0.60  -1.20   7.21  0.5179
 176   0.60  -1.20   7.21  0.5179
 177   0.60  -1.20   7.21  0.5182
 178   0.60  -1.20   7.21  0.5186
 179   0.60  -1.20   7.21  0.5200
 180   0.60  -1.20   6.38  0.5196
 181   0.60  -1.20   6.17  0.5179
 182   0.60  -1.20   6.17  0.5176
 183   0.60  -1.20   6.17  0.5167
 184   0.60  -1.20   6.17  0.5165
 185   0.60  -1.20   6.17  0.5161
 186   0.60  -1.20   6.17  0.5159
 187   0.60  -1.20   6.17  0.5154
 188   0.60  -1.20   6.17  0.5154
 189   0.60  -1.20   6.17  0.5154
 190   0.60  -1.20   5.89  0.5164
 191   0.60  -1.20   5.46  0.5203
 192   0.60  -1.20   5.46  0.5193
 193   0.60  -1.20   5.46  0.5151
 194   0.60  -1.20   5.46  0.5153
 195   0.60  -1.20   5.46  0.5161
 196   0.60  -1.20   5.46  0.5167
 197   0.60  -1.20   5.46  0.5191
 198   0.60  -1.20   5.46  0.5190
 199   0.60  -1.20   5.46  0.5188
 200   0.60  -1.20   5.38  0.5182
 201   0.60  -1.20   5.07  0.5161
 202   0.60  -1.20   5.07  0.5164
 203   0.60  -1.20   5.07  0.5179
 204   0.60  -1.20   5.07  0.5179
 205   0.60  -1.20   5.07  0.5179
 206   0.60  -1.20   5.07  0.5170
 207   0.60  -1.20   5.07  0.5157
 208   0.60  -1.20   5.07  0.5166
 209   0.60  -1.20   5.07  0.5179
 210   0.60  -1.20   5.07  0.5172
 211   0.60  -1.20   5.00  0.5161
 212   0.60  -1.20   5.00  0.5169
 213   0.60  -1.20   5.00  0.5182
 214   0.60  -1.20   5.00  0.5184
 215   0.60  -1.20   5.00  0.5185
 216   0.60  -1.20   5.00  0.5181
 217   0.60  -1.20   5.00  0.5179
 218   0.60  -1.20   5.00  0.5181
 219   0.60  -1.20   5.00  0.5182
 220   0.60  -1.20   5.00  0.5169
 221   0.60  -1.20   5.00  0.5161
 222   0.60  -1.20   5.00  0.5165
 223   0.60  -1.20   5.00  0.5167
 224   0.60  -1.20   5.00  0.5186
 225   0.60  -1.20   5.00  0.5191
 226   0.60  -1.20   5.00  0.5162
 227   0.60  -1.20   5.00  0.5154
 228   0.60  -1.20   5.00  0.5174
 229   0.60  -1.20   5.00  0.5179
 230   0.60  -1.20   5.00  0.5181
 231   0.60  -1.20   5.00  0.5182
 232   0.60  -1.20   5.00  0.5179
 233   0.60  -1.20   5.00  0.5179
 234   0.60  -1.20   5.00  0.5184
 235   0.60  -1.20   5.00  0.5185
 236   0.60  -1.20   5.00  0.5182
 237   0.60  -1.20   5.00  0.5182
 238   0.60  -1.20   5.00  0.5179
 239   0.60  -1.20   5.00  0.5179
 240   0.60  -1.20   5.00  0.5169
 241   0.60  -1.20   5.00  0.5167
 242   0.60  -1.20   5.00  0.5164
 243   0.60  -1.20   5.00  0.5164
 244   0.60  -1.20   5.00  0.5176
 245   0.60  -1.20   5.00  0.5179
 246   0.60  -1.20   5.00  0.5154
 247   0.60  -1.20   5.00  0.5148
 248   0.60  -1.20   5.00  0.5180
 249   0.60  -1.20   5.00  0.5188
 250   0.60  -1.20   5.00  0.5173
